Iteration,Accuracy,MacroPrecision,MacroRecall,MacroF1,ArterialPrecision,PortalVenousPrecision,PreContrastPrecision,ArterialRecall,PortalVenousRecall,PreContrastRecall,ArterialF1,PortalVenousF1,PreContrastF1,WeightedPrecision,WeightedRecall,WeightedF1,BalancedAccuracy,CohensKappa,Phase1_Count,Phase1_Accuracy,Phase2_Count,Phase2_Accuracy,Phase3_Count,Phase3_Accuracy,AortaMultiplier,PortalVeinMultiplier,AortaCutoff,PortalVeinCutoff,BoundaryHits,TrainArterial,TrainPortalVenous,TrainPreContrast,TestArterial,TestPortalVenous,TestPreContrast
862,0.960655737704918,0.966512806588832,0.956042938715513,0.961249364211376,1,0.968503937007874,0.931034482758621,0.925373134328358,0.9609375,0.981818181818182,0.961240310077519,0.964705882352941,0.95575221238938,0.961909170624446,0.960655737704918,0.960715400259679,0.956042938715513,0.938852226213349,55,1,133,0.969924812030075,117,0.931623931623932,0.94,-0.03,157.45,86.03,0,336,532,558,134,256,220
863,0.963934426229508,0.967148474634863,0.953034932527382,0.96003983560068,0.982142857142857,0.956896551724138,0.962406015037594,0.901639344262295,0.965217391304348,0.992248062015504,0.94017094017094,0.961038961038961,0.977099236641221,0.964276044832261,0.963934426229508,0.963658063595493,0.953034932527382,0.943243334686696,48,1,121,0.958677685950413,136,0.955882352941177,0.87,-0.11,157.36,86.17,0,348,558,520,122,230,258
864,0.963934426229508,0.969122023809524,0.955021721503862,0.962020208500729,1,0.946428571428571,0.9609375,0.89041095890411,0.990654205607477,0.984,0.942028985507246,0.968036529680365,0.972332015810277,0.965196867681499,0.963934426229508,0.963572218341353,0.955021721503862,0.944357834682234,51,1,122,0.950819672131147,132,0.962121212121212,0.99,-0.0900000000000001,157.12,88.23,0,324,574,528,146,214,250
865,0.970491803278689,0.972888888888889,0.961034047919294,0.966925133643347,0.983333333333333,0.952,0.983333333333333,0.907692307692308,0.975409836065574,1,0.944,0.963562753036437,0.991596638655462,0.9708,0.970491803278689,0.970239538464885,0.961034047919294,0.954031650339111,48,1,128,0.9765625,129,0.953488372093023,0.97,0.01,157.42,93.5,0,340,544,542,130,244,236
866,0.973770491803279,0.978142076502732,0.96639079874374,0.97223092973064,1,0.967213114754098,0.967213114754098,0.924242424242424,0.983333333333333,0.991596638655462,0.960629921259842,0.975206611570248,0.979253112033195,0.974307981725343,0.973770491803279,0.973631109913212,0.96639079874374,0.959225280326198,49,1,129,0.968992248062015,127,0.968503937007874,1.04,-0.0900000000000001,157.1,88.23,0,338,548,540,132,240,238
867,0.973770491803279,0.978174603174603,0.966021825396825,0.972060232010481,1,0.976190476190476,0.958333333333333,0.921875,0.976190476190476,1,0.959349593495935,0.976190476190476,0.978723404255319,0.974453551912568,0.973770491803279,0.973611690075743,0.966021825396825,0.959041847816964,48,1,133,0.977443609022556,124,0.959677419354839,1.01,-0.18,157.405,86.09,0,342,536,548,128,252,230
868,0.980327868852459,0.981755028817894,0.977529440038452,0.97963767776455,0.985915492957746,0.959349593495935,1,0.958904109589041,1,0.973684210526316,0.972222222222222,0.979253112033195,0.986666666666667,0.980901911535855,0.980327868852459,0.980341276859473,0.977529440038452,0.969838810693213,63,0.984126984126984,126,0.96031746031746,116,1,0.86,-0.0999999999999999,166.74,86.3,0,324,552,550,146,236,228
869,0.960655737704918,0.965892275821249,0.956243595724236,0.961043718695013,1,0.954128440366973,0.943548387096774,0.923076923076923,0.954128440366973,0.991525423728814,0.96,0.954128440366973,0.966942148760331,0.961766261237441,0.960655737704918,0.960587454274489,0.956243595724236,0.939897530215449,57,1,120,0.958333333333333,128,0.9453125,0.91,-0.21,166.17,86.13,0,314,570,542,156,218,236
870,0.970491803278689,0.976592851592852,0.962701298701299,0.969597321157535,1,0.939393939393939,0.990384615384615,0.896103896103896,0.992,1,0.945205479452055,0.964980544747082,0.995169082125604,0.971914287897895,0.970491803278689,0.970182968754527,0.962701298701299,0.954628099173554,60,1,122,0.975409836065574,123,0.951219512195122,0.96,0.1,157.64,98.3,0,316,538,572,154,250,206
871,0.960655737704918,0.962038546761988,0.949747474747475,0.955853500461852,0.970149253731343,0.915966386554622,1,0.866666666666667,0.990909090909091,0.991666666666667,0.915492957746479,0.951965065502183,0.99581589958159,0.962352447707735,0.960655737704918,0.960249301593498,0.949747474747475,0.939633844631371,54,0.981481481481482,116,0.948275862068966,135,0.962962962962963,1,0.0900000000000001,157,98.09,0,320,568,538,150,220,240
872,0.967213114754098,0.971454058876004,0.962935424003046,0.967175984322424,1,0.940677966101695,0.973684210526316,0.924050632911392,0.973684210526316,0.991071428571429,0.960526315789474,0.956896551724138,0.982300884955752,0.968163671195215,0.967213114754098,0.967165524455621,0.962935424003046,0.950031128149677,64,1,115,0.965217391304348,126,0.952380952380952,0.97,0,157.345,93.5,0,312,560,554,158,228,224
873,0.970491803278689,0.975974418805635,0.959046283309958,0.967436304880656,1,0.96551724137931,0.962406015037594,0.903225806451613,0.973913043478261,1,0.949152542372881,0.96969696969697,0.980842911877395,0.971221156339124,0.970491803278689,0.970198366762546,0.959046283309958,0.953623139434692,46,1,120,0.966666666666667,139,0.964028776978417,0.93,0.01,157.9575,86.4825,0,346,558,522,124,230,256
874,0.963934426229508,0.969785575048733,0.954620762112579,0.962143417283088,1,0.964912280701754,0.944444444444444,0.89041095890411,0.973451327433628,1,0.942028985507246,0.969162995594714,0.971428571428571,0.965324513469466,0.963934426229508,0.9635525719483,0.954620762112579,0.944457320707238,58,1,118,0.966101694915254,129,0.945736434108527,0.9,-0.0700000000000001,157.5,86.36,0,324,562,540,146,226,238
875,0.970491803278689,0.968990384615385,0.963900080807057,0.966438530005267,0.953846153846154,0.953125,1,0.925373134328358,0.983870967741935,0.982456140350877,0.939393939393939,0.968253968253968,0.991150442477876,0.970803909205549,0.970491803278689,0.970472250640537,0.963900080807057,0.954272863568216,50,0.98,136,0.948529411764706,119,0.991596638655462,0.99,-0.13,157.105,86.065,0,336,540,550,134,248,228
876,0.963934426229508,0.966500121657563,0.958356450474144,0.962411058969221,0.985294117647059,0.93859649122807,0.975609756097561,0.917808219178082,0.981651376146789,0.975609756097561,0.950354609929078,0.959641255605381,0.975609756097561,0.964699961088836,0.963934426229508,0.963858306182981,0.958356450474144,0.944550953624434,61,0.983606557377049,116,0.939655172413793,128,0.9765625,0.87,0.05,166.17,88.45,0,324,570,532,146,218,246
877,0.986885245901639,0.989374498797113,0.981253420908593,0.985297226124123,1,0.991379310344828,0.976744186046512,0.952380952380952,0.991379310344828,1,0.975609756097561,0.991379310344828,0.988235294117647,0.987113991612657,0.986885245901639,0.986823153091705,0.981253420908593,0.979507852523726,45,1,126,0.992063492063492,134,0.977611940298508,0.91,-0.11,166.625,86.17,0,344,556,526,126,232,252
878,0.947540983606557,0.957463752840044,0.937882591093117,0.947572023726158,1,0.909774436090226,0.962616822429907,0.855263157894737,0.968,0.990384615384615,0.921985815602837,0.937984496124031,0.976303317535545,0.950275259160618,0.947540983606557,0.947064029590217,0.937882591093117,0.91911423456872,57,1,125,0.976,123,0.894308943089431,0.95,-0.01,157.275,94.4625,0,318,538,570,152,250,208
879,0.973770491803279,0.972043707875792,0.973626200598331,0.972834310684112,0.959459459459459,0.973913043478261,0.982758620689655,0.972602739726027,0.96551724137931,0.982758620689655,0.965986394557823,0.96969696969697,0.982758620689655,0.97381788060334,0.973770491803279,0.973776574713343,0.973626200598331,0.959886234731287,62,0.983870967741935,122,0.967213114754098,121,0.975206611570248,0.73,-0.15,166.45,86.15,0,324,556,546,146,232,232
880,0.940983606557377,0.950149764655541,0.930830464716007,0.940390901694503,1,0.956140350877193,0.894308943089431,0.819277108433735,0.973214285714286,1,0.900662251655629,0.964601769911504,0.944206008583691,0.945776075534698,0.940983606557377,0.939845987087579,0.930830464716007,0.910122292618241,66,1,116,0.956896551724138,123,0.894308943089431,0.75,-0.0800000000000001,174.375,82.16,0,304,564,558,166,224,220
881,0.980327868852459,0.983182589033352,0.97728066723282,0.980222744344821,1,0.975409836065574,0.974137931034483,0.957142857142857,0.983471074380165,0.991228070175439,0.978102189781022,0.979423868312757,0.982608695652174,0.980578079678248,0.980327868852459,0.980310926737256,0.97728066723282,0.969676382375847,57,1,131,0.977099236641221,117,0.974358974358974,0.97,-0.11,157.5125,86.445,0,330,546,550,140,242,228
882,0.934426229508197,0.943076081007115,0.921103483346046,0.931960289541535,0.984126984126984,0.948275862068966,0.896825396825397,0.815789473684211,0.964912280701754,0.982608695652174,0.892086330935252,0.956521739130435,0.937759336099585,0.937809900670274,0.934426229508197,0.933391354306233,0.921103483346046,0.899211869867654,55,1,124,0.943548387096774,126,0.896825396825397,0.93,-0.11,157.4,86.1975,0,318,560,548,152,228,230
883,0.937704918032787,0.945775151078596,0.924830917874396,0.935185783465769,0.984126984126984,0.887096774193548,0.966101694915254,0.826666666666667,0.956521739130435,0.991304347826087,0.898550724637681,0.920502092050209,0.978540772532189,0.940745402482085,0.937704918032787,0.936987651720662,0.924830917874396,0.904167355713577,56,1,118,0.957627118644068,131,0.893129770992366,0.92,0.0700000000000001,157.06,93.385,0,320,558,548,150,230,230
884,0.963934426229508,0.96681513582922,0.959240105145378,0.963012724473769,0.985915492957746,0.957264957264957,0.957264957264957,0.921052631578947,0.96551724137931,0.991150442477876,0.952380952380952,0.96137339055794,0.973913043478261,0.964404107142505,0.963934426229508,0.963778490487596,0.959240105145378,0.944851732526793,60,1,123,0.959349593495935,122,0.950819672131147,0.82,-0.17,166.37,88.075,0,318,556,552,152,232,226
885,0.970491803278689,0.974318318318318,0.967497804182146,0.970896082924236,1,0.968,0.954954954954955,0.945205479452055,0.975806451612903,0.981481481481482,0.971830985915493,0.971887550200803,0.968036529680365,0.971039787328312,0.970491803278689,0.970510371810525,0.967497804182146,0.954628099173554,56,1,132,0.96969696969697,117,0.957264957264957,0.84,-0.11,168.7,88.11,0,324,540,562,146,248,216
886,0.973770491803279,0.975409701737135,0.973804087845184,0.974606233499929,0.986111111111111,0.966666666666667,0.973451327433628,0.972602739726027,0.966666666666667,0.982142857142857,0.979310344827586,0.966666666666667,0.977777777777778,0.973811999290746,0.973770491803279,0.973773004208278,0.973804087845184,0.959810913642877,56,1,128,0.9609375,121,0.975206611570248,0.83,-0.03,166.24,88.03,0,324,548,554,146,240,224
887,0.986885245901639,0.989623121976063,0.979892037786775,0.984733539954884,1,0.977272727272727,0.991596638655462,0.947368421052632,0.992307692307692,1,0.972972972972973,0.984732824427481,0.9957805907173,0.98706182920262,0.986885245901639,0.986809299474339,0.979892037786775,0.979232275087242,45,1,128,0.984375,132,0.984848484848485,0.96,0.18,157.6,100.04,0,356,528,542,114,260,236
888,0.977049180327869,0.98093272396678,0.971241830065359,0.976063223474235,1,0.980392156862745,0.962406015037594,0.933333333333333,0.980392156862745,1,0.96551724137931,0.980392156862745,0.980842911877395,0.977665475163318,0.977049180327869,0.976923560077885,0.971241830065359,0.964621273634149,58,1,109,0.981651376146789,138,0.963768115942029,0.88,-0.05,157.94,88.35,0,320,584,522,150,204,256
889,0.980327868852459,0.984663638330089,0.970113493064313,0.97733441458098,1,0.962686567164179,0.991304347826087,0.918032786885246,0.992307692307692,1,0.957264957264957,0.977272727272727,0.995633187772926,0.980845735683663,0.980327868852459,0.980133771622067,0.970113493064313,0.969024526481491,48,1,129,0.992248062015504,128,0.9609375,0.94,0.11,157.16,96.33,0,348,528,550,122,260,228
890,0.937704918032787,0.948225988700565,0.92285200179937,0.935366944909327,1,0.940677966101695,0.904,0.794871794871795,0.973684210526316,1,0.885714285714286,0.956896551724138,0.949579831932773,0.942259961100306,0.937704918032787,0.935981777674326,0.92285200179937,0.90439186959678,59,1,121,0.942148760330578,125,0.904,1.1,-0.14,157.55,82.245,0,314,560,552,156,228,226
891,0.977049180327869,0.975482720178372,0.974431818181818,0.974956985989477,0.969230769230769,0.992,0.965217391304348,0.954545454545455,0.96875,1,0.961832061068702,0.980237154150198,0.982300884955752,0.977325774439388,0.977049180327869,0.977005475383109,0.974431818181818,0.964398866099716,55,1,131,0.984732824427481,119,0.957983193277311,0.87,-0.0700000000000001,157.7725,86.29,0,338,532,556,132,256,222
892,0.977049180327869,0.978603603603604,0.971680541300795,0.975129784808941,0.986486486486487,0.990990990990991,0.958333333333333,0.924050632911392,0.990990990990991,1,0.954248366013072,0.990990990990991,0.978723404255319,0.97751070742874,0.977049180327869,0.976848565260309,0.971680541300795,0.96503324707655,66,1,114,0.991228070175439,125,0.952,0.97,-0.12,157.8,86.44,0,312,566,548,158,222,230
893,0.963934426229508,0.964289222909913,0.954482041563022,0.959360569112021,0.96551724137931,0.961538461538462,0.965811965811966,0.903225806451613,0.968992248062015,0.991228070175439,0.933333333333333,0.965250965250965,0.978354978354978,0.963944572480468,0.963934426229508,0.963660684316422,0.954482041563022,0.9434433000118,49,0.979591836734694,133,0.962406015037594,123,0.959349593495935,0.88,0.01,166.6,88.54,0,346,530,550,124,258,228
894,0.963934426229508,0.964696223316913,0.954418267092888,0.959529723036559,0.968253968253968,0.96551724137931,0.96031746031746,0.897058823529412,0.982456140350877,0.983739837398374,0.931297709923664,0.973913043478261,0.971887550200803,0.964030435991996,0.963934426229508,0.963595081659114,0.954418267092888,0.944101034672354,57,0.982456140350877,119,0.957983193277311,129,0.961240310077519,0.93,-0.15,165.955,86.275,0,334,560,532,136,228,246
895,0.967213114754098,0.972008547008547,0.961673537944724,0.966813423559033,1,0.974358974358974,0.941666666666667,0.918918918918919,0.966101694915254,1,0.957746478873239,0.970212765957447,0.969957081545064,0.968467843631778,0.967213114754098,0.967093429620298,0.961673537944724,0.949692381282267,59,1,121,0.975206611570248,125,0.944,0.99,0.01,157.07,86.4725,0,322,552,552,148,236,226
896,0.957377049180328,0.965879265091864,0.939814814814815,0.952668796347661,1,0.897637795275591,1,0.819444444444444,1,1,0.900763358778626,0.946058091286307,1,0.96174002839809,0.957377049180328,0.956411751602295,0.939814814814815,0.934068309554691,49,1,122,0.975409836065574,134,0.925373134328358,1.08,0.03,157.76,97.425,0,326,560,540,144,228,238
897,0.963934426229508,0.965508745996551,0.953156556015401,0.959292889876932,0.96969696969697,0.926829268292683,1,0.876712328767123,0.991304347826087,0.991452991452991,0.920863309352518,0.957983193277311,0.995708154506438,0.965158179152581,0.963934426229508,0.96357030454714,0.953156556015401,0.944536286989585,60,0.983333333333333,112,0.973214285714286,133,0.947368421052632,1.01,0.17,157.94,100.16,0,324,558,544,146,230,234
898,0.950819672131147,0.951620035644386,0.944846072400252,0.94822095610561,0.957746478873239,0.957983193277311,0.939130434782609,0.894736842105263,0.957983193277311,0.981818181818182,0.925170068027211,0.957983193277311,0.96,0.951124853181814,0.950819672131147,0.950534180885469,0.944846072400252,0.924775559867145,59,0.983050847457627,127,0.952755905511811,119,0.932773109243697,0.91,-0.0900000000000001,156.8,88.365,0,318,550,558,152,238,220
899,0.970491803278689,0.973289401659017,0.966583654935075,0.969924938095571,0.985294117647059,0.981818181818182,0.952755905511811,0.943661971830986,0.964285714285714,0.991803278688525,0.964028776978417,0.972972972972973,0.971887550200803,0.971002423570552,0.970491803278688,0.970456712337504,0.966583654935075,0.95454018515145,55,1,117,0.974358974358974,133,0.954887218045113,0.89,-0.0600000000000001,157.975,88.41,0,328,564,534,142,224,244
900,0.977049180327869,0.98095430378895,0.970940170940171,0.975921548768683,1,0.974358974358974,0.968503937007874,0.938461538461538,0.974358974358974,1,0.968253968253968,0.974358974358974,0.984,0.977462243449077,0.977049180327869,0.976945927660682,0.970940170940171,0.964267782426778,52,1,123,0.975609756097561,130,0.969230769230769,0.89,-0.0600000000000001,157.42,88.26,0,340,554,532,130,234,246
901,0.973770491803279,0.977339705296695,0.963102295181638,0.970168768879833,0.983870967741935,0.948148148148148,1,0.897058823529412,0.992248062015504,1,0.938461538461539,0.96969696969697,1,0.974473235795288,0.973770491803279,0.973463258053422,0.963102295181638,0.959149506110832,50,1,128,0.9765625,127,0.960629921259842,0.92,0.1,157.75,98.375,0,334,530,562,136,258,216
902,0.960655737704918,0.963701342606008,0.952867641185398,0.958253872312619,0.985714285714286,0.913793103448276,0.991596638655462,0.884615384615385,0.990654205607477,0.983333333333333,0.932432432432432,0.95067264573991,0.98744769874477,0.962797288502738,0.960655737704918,0.960476808764828,0.952867641185398,0.939874821349367,55,1,127,0.921259842519685,123,0.983739837398374,0.77,-0.16,176.91,83.36,0,314,574,538,156,214,240
903,0.963934426229508,0.9673244478951,0.95728561410539,0.962278849545142,0.984375,0.952380952380952,0.965217391304348,0.91304347826087,0.967741935483871,0.991071428571429,0.947368421052632,0.96,0.977973568281938,0.964332658758443,0.963934426229508,0.963742494099045,0.95728561410539,0.944181016554363,48,1,136,0.955882352941177,121,0.958677685950413,1.06,-0.01,157.7,88.48,0,332,540,554,138,248,224
904,0.970491803278689,0.973817824260302,0.962861036284938,0.968308436181348,0.983333333333333,0.946969696969697,0.991150442477876,0.921875,0.984251968503937,0.982456140350877,0.951612903225806,0.965250965250965,0.986784140969163,0.971113558331025,0.970491803278689,0.970437673651832,0.962861036284938,0.953895765800568,51,1,137,0.948905109489051,117,0.982905982905983,0.92,-0.0900000000000001,157.11,86.3875,0,342,534,550,128,254,228
905,0.937704918032787,0.949884913161749,0.911255411255411,0.930169268627921,1,0.923728813559322,0.925925925925926,0.742857142857143,0.990909090909091,1,0.852459016393443,0.956140350877193,0.961538461538461,0.942134131909069,0.937704918032787,0.934556975201114,0.911255411255411,0.902654123971107,49,1,121,0.925619834710744,135,0.925925925925926,0.77,-0.17,174.8675,83.415,0,330,568,528,140,220,250
906,0.954098360655738,0.954283666413694,0.94581982513017,0.950032895059434,0.955223880597015,0.957627118644068,0.95,0.888888888888889,0.965811965811966,0.982758620689655,0.920863309352518,0.961702127659574,0.966101694915254,0.9541589910962,0.954098360655738,0.953734766622036,0.94581982513017,0.929392310872261,55,0.981818181818182,128,0.953125,122,0.942622950819672,1.01,-0.0900000000000001,157.6775,88.2075,0,326,554,546,144,234,232
907,0.973770491803279,0.97548051948052,0.969912010289284,0.972688295209338,0.985714285714286,0.972727272727273,0.968,0.945205479452055,0.972727272727273,0.991803278688525,0.965034965034965,0.972727272727273,0.979757085020243,0.973944730679157,0.973770491803279,0.973698087934499,0.969912010289284,0.95971270535788,52,1,120,0.975,133,0.962406015037594,0.92,-0.12,157.44,86.14,0,324,568,534,146,220,244
908,0.967213114754098,0.969307308808621,0.964456644144144,0.966875892758757,0.985714285714286,0.968503937007874,0.953703703703704,0.932432432432432,0.9609375,1,0.958333333333333,0.964705882352941,0.976303317535545,0.967681451020808,0.967213114754098,0.967076266603293,0.964456644144144,0.949557595303068,59,1,133,0.962406015037594,113,0.955752212389381,0.9,-0.0700000000000001,157.45,86.255,0,322,532,572,148,256,206
909,0.963934426229508,0.964119633414076,0.954968198433932,0.959522095984133,0.966101694915254,0.968992248062015,0.957264957264957,0.904761904761905,0.968992248062015,0.991150442477876,0.934426229508197,0.968992248062015,0.973913043478261,0.964050317870824,0.963934426229508,0.963675496301836,0.954968198433932,0.943562224539919,51,1,134,0.962686567164179,120,0.95,0.94,-0.13,157.31,86.11,0,344,530,552,126,258,226
910,0.970491803278689,0.975898692810457,0.965116665007136,0.970477732694543,1,0.9375,0.990196078431373,0.903614457831325,0.991735537190083,1,0.949367088607595,0.963855421686747,0.995073891625616,0.97195837351334,0.970491803278689,0.970250614533488,0.965116665007136,0.955007375840026,65,1,122,0.967213114754098,118,0.957627118644068,1,0.24,157,97.28,0,304,546,576,166,242,202
911,0.950819672131147,0.956031812734432,0.939280018227386,0.947581884755563,0.984848484848485,0.957627118644068,0.925619834710744,0.844155844155844,0.991228070175439,0.982456140350877,0.909090909090909,0.974137931034483,0.953191489361702,0.952536019723875,0.950819672131148,0.949887062049722,0.939280018227386,0.924625599288268,56,0.982142857142857,127,0.960629921259842,122,0.926229508196721,0.97,-0.13,157.45,82.5,0,316,560,550,154,228,228
912,0.957377049180328,0.959311594682727,0.952383606731433,0.955835047184683,0.972602739726027,0.955752212389381,0.949579831932773,0.91025641025641,0.964285714285714,0.982608695652174,0.940397350993377,0.96,0.965811965811966,0.957734236585277,0.957377049180328,0.957178260478228,0.952383606731433,0.934989342515166,60,0.983333333333333,122,0.959016393442623,123,0.943089430894309,0.99,-0.15,157.8425,86.45,0,314,564,548,156,224,230
913,0.967213114754098,0.972818713450292,0.958361723067605,0.965536105094023,1,0.936,0.982456140350877,0.891891891891892,0.983193277310924,1,0.942857142857143,0.959016393442623,0.991150442477876,0.968587172850158,0.967213114754098,0.966895832618436,0.958361723067605,0.949585110251579,57,1,117,0.974358974358974,131,0.946564885496183,0.89,0.13,167.9875,97.2725,0,322,550,554,148,238,224
914,0.960655737704918,0.967503002802616,0.949522731401898,0.958428546335489,1,0.94488188976378,0.957627118644068,0.882352941176471,0.983606557377049,0.982608695652174,0.9375,0.963855421686747,0.969957081545064,0.961976095722127,0.960655737704918,0.9602800846671,0.949522731401898,0.938878776239542,52,1,130,0.946153846153846,123,0.959349593495935,0.9,-0.11,157.175,86.28,0,334,544,548,136,244,230
915,0.960655737704918,0.962065725753525,0.954159268227065,0.95809618573488,0.971428571428571,0.955752212389381,0.959016393442623,0.906666666666667,0.964285714285714,0.991525423728814,0.937931034482759,0.96,0.975,0.960869918265518,0.960655737704918,0.960376483889203,0.954159268227065,0.939726298107801,57,1,119,0.957983193277311,129,0.945736434108527,0.99,-0.0999999999999999,166.015,86.25,0,320,564,542,150,224,236
916,0.950819672131147,0.955683389074693,0.939242424242424,0.947391583200216,0.984615384615385,0.930434782608696,0.952,0.853333333333333,0.972727272727273,0.991666666666667,0.914285714285714,0.951111111111111,0.971428571428571,0.952242557157739,0.950819672131147,0.950049440541244,0.939242424242424,0.924380165289256,53,1,123,0.926829268292683,129,0.953488372093023,1.06,-0.13,166.62,86.305,0,320,568,538,150,220,240
917,0.957377049180328,0.956730972730973,0.95675904241478,0.956745007366994,0.952380952380952,0.965811965811966,0.952,0.952380952380952,0.926229508196721,0.991666666666667,0.952380952380952,0.945606694560669,0.971428571428571,0.957603474849376,0.957377049180328,0.957165394451903,0.95675904241478,0.933675688334281,54,1,115,0.956521739130435,136,0.941176470588235,0.85,0.04,156.875,94.18,0,344,544,538,126,244,240
918,0.973770491803279,0.976642435251864,0.966972878390201,0.97178360362253,0.985074626865672,0.954198473282443,0.990654205607477,0.916666666666667,0.984251968503937,1,0.949640287769784,0.968992248062016,0.995305164319249,0.974157131264233,0.973770491803279,0.973568733249642,0.966972878390201,0.959483245325629,55,1,129,0.968992248062015,121,0.966942148760331,1.03,0.14,157.0175,98.23,0,326,534,566,144,254,212
919,0.983606557377049,0.986111111111111,0.974747474747475,0.980396365457537,1,0.958333333333333,1,0.924242424242424,1,1,0.960629921259842,0.978723404255319,1,0.984289617486339,0.983606557377049,0.983458250139381,0.974747474747475,0.974508132323688,56,1,107,0.981308411214953,142,0.97887323943662,0.97,0.2,157.36,100.4,0,338,558,530,132,230,248
920,0.934426229508197,0.944192154976469,0.911306846576712,0.927458084961318,0.981481481481482,0.949579831932773,0.901515151515151,0.768115942028985,0.974137931034483,0.991666666666667,0.861788617886179,0.961702127659574,0.944444444444444,0.93788623248604,0.934426229508197,0.932308835331116,0.911306846576712,0.897745369206269,50,1,123,0.943089430894309,132,0.901515151515151,0.82,-0.16,173.88,84.32,0,332,556,538,138,232,240
921,0.967213114754098,0.970887224869526,0.956166056166056,0.963470411452895,1,0.920353982300885,0.992307692307692,0.885714285714286,0.990476190476191,0.992307692307692,0.939393939393939,0.954128440366972,0.992307692307692,0.969302190628173,0.967213114754098,0.967019875397075,0.956166056166056,0.949098798397864,50,1,105,0.971428571428571,150,0.953333333333333,0.96,0.04,157.76,98.13,0,330,578,518,140,210,260
922,0.940983606557377,0.945307460119717,0.927820892227672,0.936482553348366,0.967213114754098,0.925619834710744,0.943089430894309,0.842857142857143,0.949152542372881,0.991452991452991,0.900763358778626,0.937238493723849,0.966666666666667,0.941867285059963,0.940983606557377,0.940155991389895,0.927820892227672,0.908630962287388,53,0.981132075471698,116,0.948275862068966,136,0.919117647058823,0.97,0.01,157.2075,93.57,0,330,552,544,140,236,234
923,0.967213114754098,0.973690078037904,0.956873808659025,0.965208703887763,1,0.938461538461538,0.982608695652174,0.895522388059702,0.983870967741935,0.991228070175439,0.94488188976378,0.960629921259843,0.986899563318777,0.968480728110094,0.967213114754098,0.966989334651588,0.956873808659025,0.948975324132162,49,1,131,0.961832061068702,125,0.96,1,0.02,157.5,93.5,0,336,540,550,134,248,228
924,0.980327868852459,0.977317271060292,0.980971950281413,0.979141200377811,0.957746478873239,0.982608695652174,0.991596638655462,0.985507246376812,0.965811965811966,0.991596638655462,0.971428571428571,0.974137931034483,0.991596638655462,0.980490899782157,0.980327868852459,0.980336751998708,0.980971950281413,0.969757064947943,56,1,123,0.975609756097561,126,0.976190476190476,1.08,0.0600000000000001,157.32,93.26,0,332,554,540,138,234,238
925,0.973770491803279,0.973373663058366,0.969747366753782,0.971557131168085,0.970149253731343,0.967213114754098,0.982758620689655,0.942028985507246,0.967213114754098,1,0.955882352941176,0.967213114754098,0.991304347826087,0.973687807429782,0.973770491803279,0.973654354115131,0.969747366753782,0.959531628354397,56,1,127,0.968503937007874,122,0.967213114754098,0.91,0.01,157.49,86.5,0,332,544,550,138,244,228
926,0.980327868852459,0.981196849077498,0.978359173126615,0.97977595645174,0.985714285714286,0.976744186046512,0.981132075471698,0.958333333333333,0.976744186046512,1,0.971830985915493,0.976744186046512,0.990476190476191,0.980357916132738,0.980327868852459,0.980266737034227,0.978359173126615,0.969661803713528,60,1,134,0.977611940298508,111,0.972972972972973,0.87,-0.16,166.82,86.04,0,326,530,570,144,258,208
927,0.970491803278689,0.975338753387534,0.964195416360819,0.969735073589707,1,0.959349593495935,0.966666666666667,0.925373134328358,0.967213114754098,1,0.961240310077519,0.963265306122449,0.983050847457627,0.971062241769959,0.970491803278688,0.970345463695794,0.964195416360819,0.95420802402202,50,1,127,0.984251968503937,128,0.9453125,0.95,-0.05,157.35,93.025,0,336,544,546,134,244,232
928,0.967213114754098,0.969960038583437,0.957614398218304,0.963747683005216,0.983050847457627,0.943089430894309,0.983739837398374,0.90625,0.974789915966387,0.991803278688525,0.943089430894309,0.958677685950413,0.987755102040816,0.967734939922336,0.967213114754098,0.967037674276441,0.957614398218304,0.948830654632084,48,1,124,0.959677419354839,133,0.962406015037594,1.03,0.05,157.305,93.4875,0,342,550,534,128,238,244
929,0.950819672131147,0.955370186898625,0.948294064473956,0.951818974336589,0.985294117647059,0.951612903225806,0.929203539823009,0.917808219178082,0.936507936507937,0.990566037735849,0.950354609929078,0.944,0.958904109589041,0.951886136445659,0.950819672131147,0.950700728332003,0.948294064473956,0.924328884037116,59,1,124,0.967741935483871,122,0.909836065573771,0.95,0.0600000000000001,157.45,93.06,0,324,536,566,146,252,212
930,0.970491803278689,0.977777777777778,0.956646107088585,0.967096521115855,1,0.933333333333333,1,0.878787878787879,1,0.991150442477876,0.935483870967742,0.96551724137931,0.995555555555556,0.972459016393443,0.970491803278689,0.97014716614899,0.956646107088585,0.953889570139927,52,1,126,0.976190476190476,127,0.952755905511811,0.92,0.16,156.83,97.24,0,338,536,552,132,252,226
931,0.967213114754098,0.967214126590418,0.959160342683046,0.963170399012024,0.96875,0.949152542372881,0.983739837398374,0.911764705882353,0.973913043478261,0.991803278688525,0.939393939393939,0.96137339055794,0.987755102040816,0.967356729624534,0.967213114754098,0.967025738498133,0.959160342683046,0.949248714578099,52,0.980769230769231,118,0.966101694915254,135,0.962962962962963,1.04,0.03,157.8,93.4025,0,334,558,534,136,230,244
